ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,age_category,MPAcreation,MPAprotection,FPAsize,MPAsize,size_category,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,data origin,direction,quantitative,unit,MPAvalue,AfterMPA_samplesize,MPAnInd,errortype,MPAerror,MPAvariance,controlvalue,AfterControl_samplesize,controlnInd,controlerror,controlvar,ei,comment
41,out,out,out,WoS,no,J,"Dominguez-Contreras, Jose F.; Munguia-Vega, Adrian; Ceballos-Vazquez, Bertha P.; Arellano-Martinez, Marcial; Garcia-Rodriguez, Francisco J.; Culver, Melanie; Reyes-Bonilla, Hector","Dominguez-Contreras, Jose F.; Munguia-Vega, Adrian; Ceballos-Vazquez, Bertha P.; Arellano-Martinez, Marcial; Garcia-Rodriguez, Francisco J.; Culver, Melanie; Reyes-Bonilla, Hector",Life histories predict genetic diversity and population structure within three species of octopus targeted by small-scale fisheries in Northwest Mexico,.,.,"The fishery for octopus in Northwest Mexico has increased to over 2,000 tons annually, but to date the specific composition of the catch has been ignored. With at least three main species targeted by artisanal fisheries in the region with distinct life histories, the lack of basic biological information about the distribution, metapopulation size and structure of each species could impede effective fisheries management to avoid overexploitation. We tested if different life histories of three species of octopus could help predict observed patterns of genetic diversity, population dynamics, structure and connectivity and how this information could be relevant to the sustainable management of the fishery. We sequenced two mitochondrial genes and genotyped seven nuclear microsatellite loci to identify the distribution of each species in 20 locations from the Gulf of California and the west coast of the Baja California peninsula. We tested five hypotheses derived from population genetic theory based on differences in the fecundity and dispersal potential for each species. We discovered that Octopus bimaculoides with low fecundity and direct development (without a planktonic phase) had lower average effective population size and genetic diversity, but higher levels of kinship, population structure, and richness of private alleles, than the other two species. These features indicated limited dispersal and high local recruitment. In contrast, O. bimaculatus and O. hubbsorum with higher fecundity and planktonic phase as paralarvae had higher effective population size and genetic diversity, and overall lower kinship and population structure than O. bimaculoides. These observations supported higher levels of gene flow over a larger geographical scale. O. bimaculatus with the longest planktonic paralarval duration and therefore larger dispersal potential had differences in the calculated parameters possibly associated with increased connectivity. We propose O. bimaculoides is more susceptible to over exploitation of small, isolated populations and could have longer recovery times than the other two species. This species may benefit from distinct fishery management within each local population. O. bimaculatus and O. hubbsorum may benefit from fishery management that takes into account metapopulation structure over larger geographic scales and the directionality and magnitude of larval dispersal driven by ocean currents and population connectivity among individuals of each locality. The distribution of each species and variations in their reproductive phenology is also important to consider when establishing marine reserves or seasonal fishing closures.",10,2018,10.7717/peerj.4295,WOS:000425362200001,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no MPA
42,in,out,out,WoS,yes,S,"Wijayanti, D. P.; Indrayanti, E.; Nuryadi, H.; Dewi, R. A.; Sabdono, A.","Wijayanti, D. P.; Indrayanti, E.; Nuryadi, H.; Dewi, R. A.; Sabdono, A.","Molecular Identification and Genetic Diversity of Acropora hyacinthus from Boo and Deer Island, Raja Ampat, West Papua",.,.,"Indonesia lies at the centre of biodiversity for corals. However, the reefs suffered from extensive human exploitation. Marine Protected Areas is thought to be best solution to protect coral reefs ecosystem. Understanding genetic diversity is crucial for effective management of the MPAs, however genetic diversity is rarely been corporate in designing an MPA. Moreover, many MPAs are uneffectively manage due to poor designated and demarcated. Raja Ampat which is located in western tip of West Papua, was designated as a park to mitigatethreatsand protect the valuable marine resources. Scleractinian corals in the genus Acropora are among the most dominant distributed in Raja Ampat waters, including the species of Acroporahyacinthus. The research aimed to analyze genetic diversity and to describe the kinship relationship of Acroporahyacinthus between 2 populations: Boo Island and Deer Island, Raja Ampat. Genetic marker Cytochrome Oxidase I (CO I) of the mitochondrial genome DNA (mtDNA) was used to analyze genetic diversity. Reconstruction of phylogenetic tree and genetic diversity were made by usingsoftware MEGA 5.05 (Moleculer Evolutionary Genetics Analysis). The results of this research indicatecorals A. hyacinthus from Boo Island and Deer Island Raja Ampat are in the low category of genetic diversity and overall had a close genetic relationship of kinship. This is likely due to the small size of the population and few numbers of samples that may not represent the population.",0,2018,10.1088/1755-1315/116/1/012065,WOS:000445919300065,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no control
43,out,out,out,WoS,no,S,"Wijayanti, D. P.; Indrayanti, E.; Nuryadi, H.; Rintiantono, S. A.; Sabdono, A.","Wijayanti, D. P.; Indrayanti, E.; Nuryadi, H.; Rintiantono, S. A.; Sabdono, A.",DNA barcode of Acropora hyacinthus of Karimunjawa Archipelago,.,.,"Karimunjawa is one of the earliest marine parks in Indonesia. Karimunjawa National Park (KNP) was designated as a marine conservation area to conserve marine resources from destructive fishing activities. Scleractinian corals in the genus Acropora are among the most dominant distributed in the KNPs, including the species of Acropora hyacinthus. Here, we present a comprehensive analysis of intra-and interspecific COI variabilities in A. hyacinthus to analyze genetic diversity and to describe the kinship relationship of the coral between 5 localities of the reefs. Genetic marker Cytochrome Oxidase I of the mitochondrial genome DNA (mtDNA) was used to analyze genetic diversity. Reconstruction of phylogenetic tree and genetic diversity were made by using software MEGA 5.05 (Molecular Evolutionary Genetics Analysis). The results indicate corals A. hyacinthus from five localities of Karimunjawa Archipelago are in the high category of genetic diversity. However, the five populations showed a close genetic relationship of kinship. This is likely due to the small size of the population and few numbers of samples that may not represent the population. The results may aid managers of the park in the selection of appropriate propagules sources which can help to restore important data for conservation and sustain coral reef resources.",1,2018,10.1088/1755-1315/139/1/012017,WOS:000436317700017,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no control
171,in,in,in,other,yes,.,Calo et al,.,"Spatial genetic structure in the saddled sea bream (Oblada melanura [Linnaeus, 1758]) suggests multi-scaled patterns of connectivity between protected and unprotected areas in the Western Mediterranean Sea",.,.,.,.,2016,.,.,field,CI,2013,MPA,Cap Creus,15,old,1998,highly,NA,28.9,medium,NA,Spain,subtropical,Europe,Mediterranean sea,mix,.,.,fish,Oblada melanura,fished,mix,.,.,.,.,.,allelic richness,table 1,neutral,yes,number,10.919,1,30,variance,NA,NA,10.7935,2,60,0.0554445,0.0554445,0.01156029,"""In each location, both protected and unprotected, 25?32  for a total of 258, 30 taken for n individuals ; MPA Porquerolles became part of Port Cros National Park (created in 1963) in 2012"""
44,in,in,in,WoS,yes,J,"Wennerstrom, Lovisa; Jansson, Eeva; Laikre, Linda","Wennerstrom, Lovisa; Jansson, Eeva; Laikre, Linda",Baltic Sea genetic biodiversity: Current knowledge relating to conservation management,.,.,"The Baltic Sea has a rare type of brackish water environment which harbours unique genetic lineages of many species. The area is highly influenced by anthropogenic activities and is affected by eutrophication, climate change, habitat modifications, fishing and stocking. Effective genetic management of species in the Baltic Sea is highly warranted in order to maximize their potential for survival, but shortcomings in this respect have been documented. Lack of knowledge is one reason managers give for why they do not regard genetic diversity in management. Here, the current knowledge of population genetic patterns of species in the Baltic Sea is reviewed and summarized with special focus on how the information can be used in management. The extent to which marine protected areas (MPAs) protect genetic diversity is also investigated in a case study of four key species. Sixty-one species have been studied genetically in the Baltic Sea, but comprehensive genetic information exists for only seven of them. Genetic monitoring shows genetic stability in some species but fluctuations and genetic changes in others. About half of the scientific studies published during the last 6years provide conservation advice, indicating a high interest in the scientific community for relating results to practical management. Populations in MPAs do not differ genetically from populations outside MPAs, indicating that MPAs in the Baltic Sea do not protect genetic diversity specifically, but that populations in MPAs are a representative subset of populations in the Baltic Sea. Recommendations are provided for cases where genetic information is available but not used in management, particularly for non-commercial species with important ecosystem function. Improved channels for effective communication between academia and practical management on Baltic Sea genetic biodiversity are needed. A web page that can be used for knowledge transfer is highlighted here.",13,2017,10.1002/aqc.2772,WOS:000418653700002,synthesis,CI,2016,MPA,HELCOM,mix,mix,mix,mix,mix,mix,mix,NA,mix,temperate,Europe,Baltic sea,mix,.,.,fish,mix,fished,predator,.,.,.,.,.,expected heterozygosity,table 4,neutral,yes,number,NA,8,849,variance,not found,not found,NA,8,1141,not found,not found,0.01255863,see particular excel sheet for calculations
45,in,out,out,WoS,yes,J,"Cahill, Abigail E.; De Jode, Aurelien; Dubois, Sophie; Bouzaza, Zoheir; Aurelle, Didier; Boissin, Emilie; Chabrol, Olivier; David, Romain; Egea, Emilie; Ledoux, Jean-Baptiste; Merigot, Bastien; Weber, Alexandra Anh-Thu; Chenuil, Anne","Cahill, Abigail E.; De Jode, Aurelien; Dubois, Sophie; Bouzaza, Zoheir; Aurelle, Didier; Boissin, Emilie; Chabrol, Olivier; David, Romain; Egea, Emilie; Ledoux, Jean-Baptiste; Merigot, Bastien; Weber, Alexandra Anh-Thu; Chenuil, Anne",A multispecies approach reveals hot spots and cold spots of diversity and connectivity in invertebrate species with contrasting dispersal modes,.,.,"Genetic diversity is crucial for species' maintenance and persistence, yet is often overlooked in conservation studies. Species diversity is more often reported due to practical constraints, but it is unknown if these measures of diversity are correlated. In marine invertebrates, adults are often sessile or sedentary and populations exchange genes via dispersal of gametes and larvae. Species with a larval period are expected to have more connected populations than those without larval dispersal. We assessed the relationship between measures of species and genetic diversity, and between dispersal ability and connectivity. We compiled data on genetic patterns and life history traits in nine species across five phyla. Sampling sites spanned 600km in the northwest Mediterranean Sea and focused on a 50-km area near Marseilles, France. Comparative population genetic approaches yielded three main results. (i) Species without larvae showed higher levels of genetic structure than species with free-living larvae, but the role of larval type (lecithotrophic or planktotrophic) was negligible. (ii) A narrow area around Marseilles, subject to offshore advection, limited genetic connectivity in most species. (iii) We identified sites with significant positive contributions to overall genetic diversity across all species, corresponding with areas near low human population densities. In contrast, high levels of human activity corresponded with a negative contribution to overall genetic diversity. Genetic diversity within species was positively and significantly linearly related to local species diversity. Our study suggests that local contribution to overall genetic diversity should be taken into account for future conservation strategies.",11,2017,10.1111/mec.14389,WOS:000418252300006,field,CI,2017,gravity,mix,NA,,NA,NA,NA,NA,,NA,France,temperate,Europe,Mediterranean sea,coralligenous,.,.,invertebrate,mix,unfished,no,.,.,.,.,.,contribution Cs,.,positive,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,unclear which sampling sites are within MPAs or no but study clearly show that areas with less anthropic perturbations have the highest genetic diversity
46,out,out,out,WoS,no,J,"Zeng, Cong; Rowden, Ashley A.; Clark, Malcolm R.; Gardner, Jonathan P. A.","Zeng, Cong; Rowden, Ashley A.; Clark, Malcolm R.; Gardner, Jonathan P. A.",Population genetic structure and connectivity of deep-sea stony corals (Order Scleractinia) in the New Zealand region: Implications for the conservation and management of vulnerable marine ecosystems,.,.,"Deep-sea stony corals, which can be fragile, long-lived, late to mature and habitat-forming, are defined as vulnerable marine ecosystem indicator taxa. Under United Nations resolutions, these corals require protection from human disturbance such as fishing. To better understand the vulnerability of stony corals (Goniocorella dumosa, Madrepora oculata, Solenosmilia variabilis) to disturbance within the New Zealand region and to guide marine protected area design, genetic structure and connectivity were determined using microsatellite loci and DNA sequencing. Analyses compared population genetic differentiation between two biogeographic provinces, amongst three subregions (north-central-south) and amongst geomorphic features. Extensive population genetic differentiation was revealed by microsatellite variation, whilst DNA sequencing revealed very little differentiation. For G. dumosa, genetic differentiation existed amongst regions and geomorphic features, but not between provinces. For M. oculata, only a north-central-south regional structure was observed. For S. variabilis, genetic differentiation was observed between provinces, amongst regions and amongst geomorphic features. Populations on the Kermadec Ridge were genetically different from Chatham Rise populations for all three species. A significant isolation-by-depth pattern was observed for both marker types in G. dumosa and also in ITS of M. oculata. An isolation-by-distance pattern was revealed for microsatellite variation in S. variabilis. Medium to high levels of self-recruitment were detected in all geomorphic populations, and rates and routes of genetic connectivity were species-specific. These patterns of population genetic structure and connectivity at a range of spatial scales indicate that flexible spatial management approaches are required for the conservation of deep-sea corals around New Zealand.",11,2017,10.1111/eva.12509,WOS:000414952000008,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no MPA
47,in,out,out,WoS,yes,J,"Rumisha, Cyrus; Huyghe, Filip; Rapanoel, Diary; Mascaux, Nemo; Kochzius, Marc","Rumisha, Cyrus; Huyghe, Filip; Rapanoel, Diary; Mascaux, Nemo; Kochzius, Marc",Genetic diversity and connectivity in the East African giant mud crab Scylla serrata: Implications for fisheries management,.,.,"The giant mud crab Scylla serrata provides an important source of income and food to coastal communities in East Africa. However, increasing demand and exploitation due to the growing coastal population, export trade, and tourism industry are threatening the sustainability of the wild stock of this species. Because effective management requires a clear understanding of the connectivity among populations, this study was conducted to assess the genetic diversity and connectivity in the East African mangrove crab S. serrata. A section of 535 base pairs of the cytochrome oxidase subunit I (COI) gene and eight microsatellite loci were analysed from 230 tissue samples of giant mud crabs collected from Kenya, Tanzania, Mozambique, Madagascar, and South Africa. Microsatellite genetic diversity (H-e) ranged between 0.56 and 0.6. The COI sequences showed 57 different haplotypes associated with low nucleotide diversity (current nucleotide diversity = 0.29%). In addition, the current nucleotide diversity was lower than the historical nucleotide diversity, indicating overexploitation or historical bottlenecks in the recent history of the studied population. Considering that the coastal population is growing rapidly, East African countries should promote sustainable fishing practices and sustainable use of mangrove resources to protect mud crabs and other marine fauna from the increasing pressure of exploitation. While microsatellite loci did not show significant genetic differentiation (p > 0.05), COI sequences revealed significant genetic divergence between sites on the East coast of Madagascar (ECM) and sites on the West coast of Madagascar, mainland East Africa, as well as the Seychelles. Since East African countries agreed to achieve the Convention on Biological Diversity (CBD) target to protect over 10% of their marine areas by 2020, the observed pattern of connectivity and the measured genetic diversity can serve to provide useful information for designing networks of marine protected areas.",9,2017,10.1371/journal.pone.0186817,WOS:000413568900045,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,unclear MPA and no control
48,out,out,out,WoS,no,J,"Carr, Mark H.; Robinson, Sarah P.; Wahle, Charles; Davis, Gary; Kroll, Stephen; Murray, Samantha; Schumacker, Ervin Joe; Williams, Margaret","Carr, Mark H.; Robinson, Sarah P.; Wahle, Charles; Davis, Gary; Kroll, Stephen; Murray, Samantha; Schumacker, Ervin Joe; Williams, Margaret",The central importance of ecological spatial connectivity to effective coastal marine protected areas and to meeting the challenges of climate change in the marine environment,.,.,"The several forms of ecological spatial connectivity - population, genetic, community, ecosystem - are among the most important ecological processes in determining the distribution, persistence and productivity of coastal marine populations and ecosystems. Ecological marine protected areas (MPAs) focus on restoring or maintaining marine populations, communities, or ecosystems. All ecological MPAs - no matter their specific focus or objectives - depend for their success on incorporating ecological spatial connectivity into their design, use (i.e. application), and management. Though important, a synthesis of the implications of ecological spatial connectivity for the design, use, and management of MPAs, especially in the face of a changing global climate, does not exist. We synthesize this information and distill it into practical principles for design, use, and management of MPAs and networks of MPAs. High population connectivity among distant coastal ecosystems underscores the critical value of MPA networks for MPAs and the populations and ecosystems between them. High ecosystem connectivity among coastal ecosystems underscores the importance of protecting multiple connected ecosystems within an MPA, maximizing ecosystem connectivity across MPAs, and managing ecosystems outside MPAs so as to minimize influxes of detrimental organisms and materials into MPAs. Connectivity-informed MPAs and MPA networks - designed and managed to foster the ecological spatial connectivity processes important to local populations, species, communities, and ecosystems - can best address ecological changes induced by climate change. Also, the protections afforded by MPAs from direct, local human impacts may ameliorate climate change impacts in coastal ecosystems inside MPAs and, indirectly, in ecosystems outside MPAs.",34,2017,10.1002/aqc.2800,WOS:000409848000003,synthesis,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
49,out,out,out,WoS,no,J,"Cros, Annick; Toonen, Robert J.; Donahue, Megan J.; Karl, Stephen A.","Cros, Annick; Toonen, Robert J.; Donahue, Megan J.; Karl, Stephen A.",Connecting Palau's marine protected areas: a population genetic approach to conservation,.,.,"Bleaching events are becoming more frequent and are projected to become annual in Micronesia by 2040. To prepare for this threat, the Government of Palau is reviewing its marine protected area network to increase the resilience of the reefs by integrating connectivity into the network design. To support their effort, we used high throughput sequencing of microsatellites to create genotypes of colonies of the coral Acropora hyacinthus to characterize population genetic structure and dispersal patterns that led to the recovery of Palau's reefs from a 1998 bleaching event. We found no evidence of a founder effect or refugium where colonies may have survived to recolonize the reef. Instead, we found significant pairwise F'(ST) values, indicating population structure and low connectivity among most of the 25 sites around Palau. We used kinship to measure genetic differences at the individual level among sites and found that differences were best explained by the degree of exposure to the ocean [F-1,F-20 = 3.015, Pr(>F) = 0.01], but with little of the total variation explained. A permutation test of the pairwise kinship coefficients revealed that there was self-seeding within sites. Overall, the data point to the population of A. hyacinthus in Palau recovering from a handful of surviving colonies with population growth primarily from self-seeding and little exchange among sites. This finding has significant implications for the management strategies for the reefs of Palau, and we recommend increasing the number and distribution of management areas around Palau to capture the genetic architecture and increase the chances of protecting potential refuges in the future.",8,2017,10.1007/s00338-017-1565-x,WOS:000406954100006,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
50,in,out,out,WoS,yes,J,"Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Population genetics information for the regional conservation of a tropical seagrass, Enhalus acoroides, around the Guimaras Strait, Philippines",.,.,"Seagrasses are marine angiosperms and play an essential ecological role in coastal ecosystems; however, seagrass meadows are threatened locally by anthropogenic disturbances. Understanding the dispersal patterns of seagrasses is essential for appropriate ecosystem management and establishment of marine protected areas (MPAs) in coastal ecosystems. In the Guimaras Strait in the Philippines, Banate (BAN) has been established as an MPA. However, there is a lack of information on the genetic diversity of seagrasses in BAN and the surrounding areas. In the present study, population genetics analysis of Enhalus acoroides was performed by using polymorphic microsatellite markers, for the estimation of genetic diversity, differentiation, and migration patterns of seagrasses within the regional geographical scale (similar to 200 km) around the Guimaras Strait. The results showed that the genetic diversity of BAN is extremely low, although the Guimaras Strait is located in the tropical central habitat. Guimaras Island geographically divides the populations of E. acoroides into south and north. However, the genetic structure did not show any relationship between the geographical location and distance. The floating, buoyant fruits of E. acoroides may play a role in their long-distance dispersal; however, such dispersal is not frequent. Almost all of the seeds and fruits are derived from self-recruitment in the natal meadow. This study suggests that E. acoroides populations possess a weak genetic connectivity, and that the persistence of the meadow is threatened due to the low genetic diversity and high degree of population isolation in BAN. To maintain and enhance the genetic diversity of seagrasses within the MPA, the seagrass meadows in the surrounding areas should also be conserved.",3,2017,10.1007/s10592-017-0927-9,WOS:000405212200005,field,CI,2012,MPA,Banate bay,NA,,NA,NA,NA,NA,,NA,Philippines,tropical,Asia,Philippine sea,seagrass,.,.,algae,Enhalus acoroides,unfished,no,.,.,.,.,.,allele number,table 1,negative,yes,number,2.25,1,49,variance,NA,NA,4.5025,7,283,1.030364286,1.030364286,.,the article mentions overall very low genetic diversity in the MPA
50,in,out,.,WoS,yes,J,"Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Population genetics information for the regional conservation of a tropical seagrass, Enhalus acoroides, around the Guimaras Strait, Philippines",.,.,"Seagrasses are marine angiosperms and play an essential ecological role in coastal ecosystems; however, seagrass meadows are threatened locally by anthropogenic disturbances. Understanding the dispersal patterns of seagrasses is essential for appropriate ecosystem management and establishment of marine protected areas (MPAs) in coastal ecosystems. In the Guimaras Strait in the Philippines, Banate (BAN) has been established as an MPA. However, there is a lack of information on the genetic diversity of seagrasses in BAN and the surrounding areas. In the present study, population genetics analysis of Enhalus acoroides was performed by using polymorphic microsatellite markers, for the estimation of genetic diversity, differentiation, and migration patterns of seagrasses within the regional geographical scale (similar to 200 km) around the Guimaras Strait. The results showed that the genetic diversity of BAN is extremely low, although the Guimaras Strait is located in the tropical central habitat. Guimaras Island geographically divides the populations of E. acoroides into south and north. However, the genetic structure did not show any relationship between the geographical location and distance. The floating, buoyant fruits of E. acoroides may play a role in their long-distance dispersal; however, such dispersal is not frequent. Almost all of the seeds and fruits are derived from self-recruitment in the natal meadow. This study suggests that E. acoroides populations possess a weak genetic connectivity, and that the persistence of the meadow is threatened due to the low genetic diversity and high degree of population isolation in BAN. To maintain and enhance the genetic diversity of seagrasses within the MPA, the seagrass meadows in the surrounding areas should also be conserved.",3,2017,10.1007/s10592-017-0927-10,WOS:000405212200005,field,CI,2012,MPA,Banate bay,16,old,1996,NA,NA,NA,NA,NA,Philippines,tropical,Asia,Philippine sea,seagrass,.,.,algae,Enhalus acoroides,unfished,no,.,.,.,.,.,allelic richness,table 1,negative,yes,number,1.93,1,49,variance,NA,NA,3.952857143,7,283,0.301157143,0.301157143,-0.716918642,possible controls may be or actually are MPAs (especially in the Philippines area)
50,in,out,.,WoS,yes,J,"Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Population genetics information for the regional conservation of a tropical seagrass, Enhalus acoroides, around the Guimaras Strait, Philippines",.,.,"Seagrasses are marine angiosperms and play an essential ecological role in coastal ecosystems; however, seagrass meadows are threatened locally by anthropogenic disturbances. Understanding the dispersal patterns of seagrasses is essential for appropriate ecosystem management and establishment of marine protected areas (MPAs) in coastal ecosystems. In the Guimaras Strait in the Philippines, Banate (BAN) has been established as an MPA. However, there is a lack of information on the genetic diversity of seagrasses in BAN and the surrounding areas. In the present study, population genetics analysis of Enhalus acoroides was performed by using polymorphic microsatellite markers, for the estimation of genetic diversity, differentiation, and migration patterns of seagrasses within the regional geographical scale (similar to 200 km) around the Guimaras Strait. The results showed that the genetic diversity of BAN is extremely low, although the Guimaras Strait is located in the tropical central habitat. Guimaras Island geographically divides the populations of E. acoroides into south and north. However, the genetic structure did not show any relationship between the geographical location and distance. The floating, buoyant fruits of E. acoroides may play a role in their long-distance dispersal; however, such dispersal is not frequent. Almost all of the seeds and fruits are derived from self-recruitment in the natal meadow. This study suggests that E. acoroides populations possess a weak genetic connectivity, and that the persistence of the meadow is threatened due to the low genetic diversity and high degree of population isolation in BAN. To maintain and enhance the genetic diversity of seagrasses within the MPA, the seagrass meadows in the surrounding areas should also be conserved.",3,2017,10.1007/s10592-017-0927-11,WOS:000405212200005,field,CI,2012,MPA,Banate bay,16,old,1996,NA,NA,NA,NA,NA,Philippines,tropical,Asia,Philippine sea,seagrass,.,.,algae,Enhalus acoroides,unfished,no,.,.,.,.,.,expected heterozygosity,table 1,negative,yes,number,0.277,1,49,variance,NA,NA,0.479571429,7,283,0.003328952,0.003328952,-0.548875342,possible controls may be or actually are MPAs (especially in the Philippines area)
50,in,out,out,WoS,yes,J,"Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Population genetics information for the regional conservation of a tropical seagrass, Enhalus acoroides, around the Guimaras Strait, Philippines",.,.,"Seagrasses are marine angiosperms and play an essential ecological role in coastal ecosystems; however, seagrass meadows are threatened locally by anthropogenic disturbances. Understanding the dispersal patterns of seagrasses is essential for appropriate ecosystem management and establishment of marine protected areas (MPAs) in coastal ecosystems. In the Guimaras Strait in the Philippines, Banate (BAN) has been established as an MPA. However, there is a lack of information on the genetic diversity of seagrasses in BAN and the surrounding areas. In the present study, population genetics analysis of Enhalus acoroides was performed by using polymorphic microsatellite markers, for the estimation of genetic diversity, differentiation, and migration patterns of seagrasses within the regional geographical scale (similar to 200 km) around the Guimaras Strait. The results showed that the genetic diversity of BAN is extremely low, although the Guimaras Strait is located in the tropical central habitat. Guimaras Island geographically divides the populations of E. acoroides into south and north. However, the genetic structure did not show any relationship between the geographical location and distance. The floating, buoyant fruits of E. acoroides may play a role in their long-distance dispersal; however, such dispersal is not frequent. Almost all of the seeds and fruits are derived from self-recruitment in the natal meadow. This study suggests that E. acoroides populations possess a weak genetic connectivity, and that the persistence of the meadow is threatened due to the low genetic diversity and high degree of population isolation in BAN. To maintain and enhance the genetic diversity of seagrasses within the MPA, the seagrass meadows in the surrounding areas should also be conserved.",3,2017,10.1007/s10592-017-0927-11,WOS:000405212200005,field,CI,2012,MPA,Banate bay,NA,,NA,NA,NA,NA,,NA,Philippines,tropical,Asia,Philippine sea,seagrass,.,.,algae,Enhalus acoroides,unfished,no,.,.,.,.,.,private alleles,.,ambiguous,yes,number,.,.,.,.,.,.,.,.,.,.,.,.,the article mentions overall very low genetic diversity in the MPA
50,in,out,.,WoS,yes,J,"Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Nakajima, Yuichi; Matsuki, Yu; Arriesgado, Dan M.; Campos, Wilfredo L.; Nadaoka, Kazuo; Lian, Chunlan","Population genetics information for the regional conservation of a tropical seagrass, Enhalus acoroides, around the Guimaras Strait, Philippines",.,.,"Seagrasses are marine angiosperms and play an essential ecological role in coastal ecosystems; however, seagrass meadows are threatened locally by anthropogenic disturbances. Understanding the dispersal patterns of seagrasses is essential for appropriate ecosystem management and establishment of marine protected areas (MPAs) in coastal ecosystems. In the Guimaras Strait in the Philippines, Banate (BAN) has been established as an MPA. However, there is a lack of information on the genetic diversity of seagrasses in BAN and the surrounding areas. In the present study, population genetics analysis of Enhalus acoroides was performed by using polymorphic microsatellite markers, for the estimation of genetic diversity, differentiation, and migration patterns of seagrasses within the regional geographical scale (similar to 200 km) around the Guimaras Strait. The results showed that the genetic diversity of BAN is extremely low, although the Guimaras Strait is located in the tropical central habitat. Guimaras Island geographically divides the populations of E. acoroides into south and north. However, the genetic structure did not show any relationship between the geographical location and distance. The floating, buoyant fruits of E. acoroides may play a role in their long-distance dispersal; however, such dispersal is not frequent. Almost all of the seeds and fruits are derived from self-recruitment in the natal meadow. This study suggests that E. acoroides populations possess a weak genetic connectivity, and that the persistence of the meadow is threatened due to the low genetic diversity and high degree of population isolation in BAN. To maintain and enhance the genetic diversity of seagrasses within the MPA, the seagrass meadows in the surrounding areas should also be conserved.",3,2017,10.1007/s10592-017-0927-12,WOS:000405212200005,field,CI,2012,MPA,Banate bay,16,old,1996,NA,NA,NA,NA,NA,Philippines,tropical,Asia,Philippine sea,seagrass,.,.,algae,Enhalus acoroides,unfished,no,.,.,.,.,.,observed heterozygosity,table 1,ambiguous,yes,number,0.496,1,49,variance,NA,NA,4.81E-01,7,283,4.51E-03,4.51E-03,0.031302804,possible controls may be or actually are MPAs (especially in the Philippines area)
